parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_after_irradiation,atom_number_after_cooling,activity_after_cooling_Bq,is_stable,decay_constant,half_life,half_life_seconds,cooling_time_hours
Tb163,Tb163,1e-06,Dy163,Dy-163,,,0.0,True,0.0,稳定,inf,240.0
Tb164,Tb164,5.93e-07,Tb164,Tb164,480574493184.7008,0.0,0.0,False,0.003850817669777474,3.00 分钟,180.0,240.0
Tb164,Tb164,5.93e-07,Dy164,Dy-164,,,0.0,True,0.0,稳定,inf,240.0
Tb165,Tb165,4.75e-07,Tb165,Tb165,270745242155.3493,0.0,0.0,False,0.005475096212953754,2.11 分钟,126.6,240.0
Tb165,Tb165,4.75e-07,Dy165m,Dy-165m,,0.0,0.0,False,0.009190495631927146,1.26 分钟,75.41999999999999,240.0
Tb165,Tb165,4.75e-07,Dy165,Dy-165,15811146115905.764,1.7567993122916435e-18,1.4492531778118199e-22,False,8.24939517947188e-05,2.33 小时,8402.4,240.0
Tb165,Tb165,4.75e-07,Ho165,Ho-165,,,0.0,True,0.0,稳定,inf,240.0
Dy148,Dy148,1.62e-08,Dy148,Dy148,14441547164.504837,0.0,0.0,False,0.00350074333616134,3.30 分钟,198.0,240.0
Dy148,Dy148,1.62e-08,Tb148,Tb-148,277855645300.71844,1.5726072213022687e-61,3.0279118377052154e-65,False,0.0001925408834888737,1.00 小时,3600.0,240.0
Dy148,Dy148,1.62e-08,Gd148,Gd-148,43675024844496.35,43663915623543.586,12856.25920942315,False,2.9443669963696646e-10,74.65 年,2354146685.568,240.0
Dy148,Dy148,1.62e-08,Sm144,Sm-144,,,0.0,True,0.0,稳定,inf,240.0
Dy149,Dy149,4.06e-09,Dy149,Dy149,4606383506.343742,0.0,0.0,False,0.0027505840498410527,4.20 分钟,252.0,240.0
Dy149,Dy149,4.06e-09,Tb149,Tb-149,156256970130.90915,4.4626710202378104e-07,2.0865629454997118e-11,False,4.675592119690959e-05,4.12 小时,14824.800000000001,240.0
Dy149,Dy149,4.06e-09,Tb149m,Tb-149m,,0.0,0.0,False,0.0027770319733972162,4.16 分钟,249.60000000000002,240.0
Dy149,Dy149,4.06e-09,Gd149,Gd-149,3711773216542.256,1758715788791.8235,1520405.40490216,False,8.644975012970263e-07,9.28 天,801792.0,240.0
Dy149,Dy149,4.06e-09,Eu145,Eu-145,629275699883.4705,195524797854.7016,264520.217277457,False,1.3528729868526819e-06,5.93 天,512352.0,240.0
Dy149,Dy149,4.06e-09,Eu149,Eu-149,3434542398711.1943,3188121272291.499,274724.17044248,False,8.617117950629866e-08,93.10 天,8043839.999999999,240.0
Dy149,Dy149,4.06e-09,Sm145,Sm-145,723050890825.6322,708459522558.2258,16716.595881062065,False,2.3595696505989422e-08,340.00 天,29376000.0,240.0
Dy150,Dy150,4.06e-09,Dy150,Dy150,7863754700.115387,0.0,0.0,False,0.0016112207823336712,7.17 分钟,430.2,240.0
Dy150,Dy150,4.06e-09,Tb150,Tb-150,151773732487.70023,2.6333419551032875e-10,1.4569712257583476e-14,False,5.532784008300968e-05,3.48 小时,12528.0,240.0
Dy150,Dy150,4.06e-09,Gd146,Gd-146,3671446783319.193,3180339267448.363,528576.5247124379,False,1.6620130126447902e-07,48.27 天,4170528.0000000005,240.0
Dy150,Dy150,4.06e-09,Gd150,Gd-150,7006138698548.62,7006138624268.908,0.08597188787495504,False,1.227093731447916e-14,1791187.78 年,56486897683200.0,240.0
Dy150,Dy150,4.06e-09,Eu146,Eu-146,1121870043359.1372,249430219249.9464,434070.0902314547,False,1.7402465969710203e-06,4.61 天,398304.0,240.0
Dy150,Dy150,4.06e-09,Sm146,Sm-146,21057094.58626719,21057094.58238742,4.490471989179682e-09,False,2.1325221158172522e-16,103068346.85 年,3250363386240000.0,240.0
Dy158,Dy158,4.06e-09,Dy158,Dy158,10947091679999.998,10947091679999.998,0.0,True,0.0,稳定,inf,240.0
Dy159,Dy159,2.03e-08,Dy159,Dy159,53442526100159.87,50937781412035.69,2829987.7181545706,False,5.555773415537676e-08,144.40 天,12476160.0,240.0
Dy159,Dy159,2.03e-08,Tb159,Tb-159,,,0.0,True,0.0,稳定,inf,240.0
Dy160,Dy160,8.93e-08,Dy160,Dy160,240782090400000.0,240782090400000.0,0.0,True,0.0,稳定,inf,240.0
Dy161,Dy161,1.5e-07,Dy161,Dy161,404449200000000.0,404449200000000.0,0.0,True,0.0,稳定,inf,240.0
Dy162,Dy162,2.48e-07,Dy162,Dy162,668689344000000.0,668689344000000.0,0.0,True,0.0,稳定,inf,240.0
Dy163,Dy163,2.52e-07,Dy163,Dy163,679474655999999.9,679474655999999.9,0.0,True,0.0,稳定,inf,240.0
Dy164,Dy164,4.26e-07,Dy164,Dy164,1148635728000000.0,1148635728000000.0,0.0,True,0.0,稳定,inf,240.0
Dy165,Dy165,3.33e-07,Dy165,Dy165,12597405353861.703,1.3997159282501194e-18,1.1546809831136544e-22,False,8.24939517947188e-05,2.33 小时,8402.4,240.0
Dy165,Dy165,3.33e-07,Ho165,Ho-165,,,0.0,True,0.0,稳定,inf,240.0
Dy166,Dy166,3.57e-07,Dy166,Dy166,410688741909052.75,53472496120801.86,126172078.98841374,False,2.359569650598942e-06,3.40 天,293760.0,240.0
Dy166,Dy166,3.57e-07,Ho166,Ho-166,1.2904343762982438e+16,25998298026614.688,186781166.83774006,False,7.184361324211705e-06,1.12 天,96480.0,240.0
Dy166,Dy166,3.57e-07,Er166,Er-166,,,0.0,True,0.0,稳定,inf,240.0
Dy167,Dy167,2.07e-07,Dy167,Dy167,346694381423.9713,0.0,0.0,False,0.0018632988724729713,6.20 分钟,372.0,240.0
Dy167,Dy167,2.07e-07,Ho167,Ho-167,10759480802812.902,5.3240639530780805e-11,3.3067741202481255e-15,False,6.21099624157657e-05,3.10 小时,11160.0,240.0
Dy167,Dy167,2.07e-07,Er167,Er-167,,,0.0,True,0.0,稳定,inf,240.0
Dy168,Dy168,2.27e-07,Dy168,Dy168,533494416295.9334,0.0,0.0,False,0.0013278681619922324,8.70 分钟,522.0,240.0
Dy168,Dy168,2.27e-07,Ho168,Ho-168,,0.0,0.0,False,0.0038636966586396058,2.99 分钟,179.4,240.0
Dy168,Dy168,2.27e-07,Er168,Er-168,,,0.0,True,0.0,稳定,inf,240.0
Ho150,Ho150,8.12e-09,Ho150,Ho150,2807700422.914281,0.0,0.0,False,0.009025353913540955,1.28 分钟,76.8,240.0
Ho150,Ho150,8.12e-09,Dy150,Dy-150,,0.0,0.0,False,0.0016112207823336712,7.17 分钟,430.2,240.0
Ho150,Ho150,8.12e-09,Tb150,Tb-150,303547464975.40045,5.266683910206575e-10,2.913942451516695e-14,False,5.532784008300968e-05,3.48 小时,12528.0,240.0
Ho150,Ho150,8.12e-09,Gd146,Gd-146,7342893566638.386,6360678534896.726,1057153.0494248758,False,1.6620130126447902e-07,48.27 天,4170528.0000000005,240.0
Ho150,Ho150,8.12e-09,Gd150,Gd-150,14012277397097.24,14012277248537.816,0.17194377574991007,False,1.227093731447916e-14,1791187.78 年,56486897683200.0,240.0
Ho150,Ho150,8.12e-09,Eu146,Eu-146,2243740086718.2744,498860438499.8928,868140.1804629094,False,1.7402465969710203e-06,4.61 天,398304.0,240.0
Ho161,Ho161,4.06e-09,Ho161,Ho161,163197587081.89258,1.2044219703474361e-18,9.350825413875217e-23,False,7.763745301970713e-05,2.48 小时,8928.0,240.0
Ho161,Ho161,4.06e-09,Dy161,Dy-161,,,0.0,True,0.0,稳定,inf,240.0
Ho162,Ho162,8.12e-09,Ho162,Ho162,32902739331.02673,3.3762626111932673e-279,2.6002743441984133e-282,False,0.0007701635339554948,15.00 分钟,900.0,240.0
Ho162,Ho162,8.12e-09,Dy162,Dy-162,,,0.0,True,0.0,稳定,inf,240.0
Ho163,Ho163,5.68e-08,Ho163,Ho163,153151112405005.75,153150476418992.25,736.0933946428731,False,4.806340873723785e-12,4573.03 年,144215152185.6,240.0
Ho163,Ho163,5.68e-08,Dy163,Dy-163,,,0.0,True,0.0,稳定,inf,240.0
Ho164,Ho164,5.28e-08,Ho164,Ho164,413634437304.33606,1.3792828136264538e-138,5.4945172037929014e-142,False,0.0003983604485976697,29.00 分钟,1740.0,240.0
Ho164,Ho164,5.28e-08,Dy164,Dy-164,,,0.0,True,0.0,稳定,inf,240.0
Ho164,Ho164,5.28e-08,Er164,Er-164,,,0.0,True,0.0,稳定,inf,240.0
Ho165,Ho165,1.38e-07,Ho165,Ho165,372093264000000.0,372093264000000.0,0.0,True,0.0,稳定,inf,240.0
Ho166,Ho166,1.62e-07,Ho166,Ho166,70227947307044.67,141487791818.09097,1016499.4193860102,False,7.184361324211705e-06,1.12 天,96480.0,240.0
Ho166,Ho166,1.62e-07,Er166,Er-166,,,0.0,True,0.0,稳定,inf,240.0
Ho167,Ho167,1.87e-07,Ho167,Ho167,9395920192214.875,4.649339584145319e-11,2.887703068293975e-15,False,6.21099624157657e-05,3.10 小时,11160.0,240.0
Ho167,Ho167,1.87e-07,Er167,Er-167,,,0.0,True,0.0,稳定,inf,240.0
Ho168,Ho168,1.5e-07,Ho168,Ho168,121156638669.6674,0.0,0.0,False,0.0038636966586396058,2.99 分钟,179.4,240.0
Ho168,Ho168,1.5e-07,Er168,Er-168,,,0.0,True,0.0,稳定,inf,240.0
Ho170,Ho170,8.93e-08,Ho170,Ho170,66580232819.700294,0.0,0.0,False,0.004185671380192907,2.76 分钟,165.6,240.0
Ho170,Ho170,8.93e-08,Er170,Er-170,,,0.0,True,0.0,稳定,inf,240.0
Er162,Er162,4.06e-09,Er162,Er162,10947091679999.998,10947091679999.998,0.0,True,0.0,稳定,inf,240.0
Er163,Er163,4.06e-09,Er163,Er163,82256848327.56682,1.310427197058972e-47,2.0184864821566626e-51,False,0.00015403270679109895,1.25 小时,4500.0,240.0
Er163,Er163,4.06e-09,Ho163,Ho-163,10947069291661.664,10947023832096.605,52.61512808983429,False,4.806340873723785e-12,4573.03 年,144215152185.6,240.0
Er163,Er163,4.06e-09,Dy163,Dy-163,,,0.0,True,0.0,稳定,inf,240.0
Er164,Er164,4.06e-09,Er164,Er164,10947091679999.998,10947091679999.998,0.0,True,0.0,稳定,inf,240.0
Er165,Er165,1.22e-08,Er165,Er165,2048592407718.249,217664.55116441133,4.045301639517848,False,1.8585027363790896e-05,10.36 小时,37296.0,240.0
Er165,Er165,1.22e-08,Ho165,Ho-165,,,0.0,True,0.0,稳定,inf,240.0
Er166,Er166,3.65e-08,Er166,Er166,98415972000000.02,98415972000000.02,0.0,True,0.0,稳定,inf,240.0
Er167,Er167,4.87e-08,Er167,Er167,131311173600000.0,131311173600000.0,0.0,True,0.0,稳定,inf,240.0
Er168,Er168,8.12e-08,Er168,Er168,218941833600000.0,218941833600000.0,0.0,True,0.0,稳定,inf,240.0
Er169,Er169,8.93e-08,Er169,Er169,170332308143200.16,81480250454680.22,69540245.60921468,False,8.534613629825961e-07,9.40 天,812160.0,240.0
Er169,Er169,8.93e-08,Tm169,Tm-169,,,0.0,True,0.0,稳定,inf,240.0
Er170,Er170,9.74e-08,Er170,Er170,262622347200000.0,262622347200000.0,0.0,True,0.0,稳定,inf,240.0
Er171,Er171,6.09e-08,Er171,Er171,7418909662549.039,1810.8679762243141,0.046389850987751224,False,2.561746720181928e-05,7.52 小时,27057.6,240.0
Er171,Er171,6.09e-08,Tm171,Tm-171,163470516438861.78,161862693763044.34,1851724.2052120348,False,1.1440092600477966e-08,1.92 年,60589298.0736,240.0
Er171,Er171,6.09e-08,Yb171,Yb-171,,,0.0,True,0.0,稳定,inf,240.0
Er172,Er172,7.31e-08,Er172,Er172,56411717529605.125,1931563087915.8264,7543709.198008322,False,3.905494594094801e-06,2.05 天,177480.0,240.0
Er172,Er172,7.31e-08,Tm172,Tm-172,193150631269924.6,14123225197923.611,42756261.90755558,False,3.0273723819005295e-06,2.65 天,228960.0,240.0
Er172,Er172,7.31e-08,Yb172,Yb-172,,,0.0,True,0.0,稳定,inf,240.0
Er173,Er173,2.44e-08,Er173,Er173,9452000723.291403,0.0,0.0,False,0.008056103911668356,1.43 分钟,86.03999999999999,240.0
Er173,Er173,2.44e-08,Tm173,Tm-173,3268244593210.9214,5577.641541453416,0.13033058618636942,False,2.3366612073892437e-05,8.24 小时,29664.0,240.0
Er173,Er173,2.44e-08,Yb173,Yb-173,,,0.0,True,0.0,稳定,inf,240.0
Tm168,Tm168,1.62e-08,Tm168,Tm168,42094079076366.16,39073918258002.03,3367045.6242247336,False,8.617117950629866e-08,93.10 天,8043839.999999999,240.0
Tm168,Tm168,1.62e-08,Er168,Er-168,,,0.0,True,0.0,稳定,inf,240.0
Tm168,Tm168,1.62e-08,Yb168,Yb-168,,,0.0,True,0.0,稳定,inf,240.0
Tm169,Tm169,3.25e-08,Tm169,Tm169,87630660000000.0,87630660000000.0,0.0,True,0.0,稳定,inf,240.0
Tm170,Tm170,2.84e-08,Tm170,Tm170,74548603063378.84,70636840821777.25,4406583.637470169,False,6.238364550572631e-08,128.60 天,11111040.0,240.0
Tm170,Tm170,2.84e-08,Yb170,Yb-170,,,0.0,True,0.0,稳定,inf,240.0
Tm170,Tm170,2.84e-08,Er170,Er-170,,,0.0,True,0.0,稳定,inf,240.0
Tm171,Tm171,3.25e-08,Tm171,Tm171,87199002136288.36,86341351863948.2,987753.0605740183,False,1.1440092600477966e-08,1.92 年,60589298.0736,240.0
Tm171,Tm171,3.25e-08,Yb171,Yb-171,,,0.0,True,0.0,稳定,inf,240.0
Tm172,Tm172,4.87e-08,Tm172,Tm172,46531331822210.27,3402383278602.895,10300281.17028258,False,3.0273723819005295e-06,2.65 天,228960.0,240.0
Tm172,Tm172,4.87e-08,Yb172,Yb-172,,,0.0,True,0.0,稳定,inf,240.0
Tm173,Tm173,4.87e-08,Tm173,Tm173,6504174600066.888,11100.134462873102,0.25937253596200016,False,2.3366612073892437e-05,8.24 小时,29664.0,240.0
Tm173,Tm173,4.87e-08,Yb173,Yb-173,,,0.0,True,0.0,稳定,inf,240.0
Tm174,Tm174,6.09e-08,Tm174,Tm174,88837396193.77217,0.0,0.0,False,0.0021393431498763745,5.40 分钟,324.0,240.0
Tm174,Tm174,6.09e-08,Yb174,Yb-174,,,0.0,True,0.0,稳定,inf,240.0
Tm175,Tm175,3.65e-08,Tm175,Tm175,149872247790.25974,9.759094856011742e-275,7.417202943269303e-278,False,0.000760029803245554,15.20 分钟,912.0,240.0
Tm175,Tm175,3.65e-08,Yb175,Yb-175,48201573379943.42,9199287163646.799,17634795.678578354,False,1.9169741486347443e-06,4.18 天,361583.99999999994,240.0
Tm175,Tm175,3.65e-08,Lu175,Lu-175,,,0.0,True,0.0,稳定,inf,240.0
Tm176,Tm176,8.12e-09,Tm176,Tm176,4058004517.4932966,0.0,0.0,False,0.006244569194233741,1.85 分钟,111.0,240.0
Tm176,Tm176,8.12e-09,Yb176,Yb-176,,,0.0,True,0.0,稳定,inf,240.0
Yb172,Yb172,4.06e-09,Yb172,Yb172,10947091679999.998,10947091679999.998,0.0,True,0.0,稳定,inf,240.0
Yb173,Yb173,1.22e-08,Yb173,Yb173,32895201600000.0,32895201600000.0,0.0,True,0.0,稳定,inf,240.0
Yb174,Yb174,1.62e-08,Yb174,Yb174,43680513600000.0,43680513600000.0,0.0,True,0.0,稳定,inf,240.0
Yb175,Yb175,1.62e-08,Yb175,Yb175,21339615400023.266,4072673073951.5127,7807208.998605848,False,1.9169741486347443e-06,4.18 天,361583.99999999994,240.0
Yb175,Yb175,1.62e-08,Lu175,Lu-175,,,0.0,True,0.0,稳定,inf,240.0
Yb176,Yb176,1.62e-08,Yb176,Yb176,43680513600000.0,43680513600000.0,0.0,True,0.0,稳定,inf,240.0
Yb177,Yb177,8.12e-09,Yb177,Yb177,251508539446.36832,3.9317673929390105e-27,3.961412702821678e-31,False,0.00010075399449967226,1.91 小时,6879.6,240.0
Yb177,Yb177,8.12e-09,Lu177,Lu-177,13760190333737.15,4850019098362.013,5853686.889677878,False,1.2069409977488195e-06,6.65 天,574300.8,240.0
Yb177,Yb177,8.12e-09,Hf177,Hf-177,,,0.0,True,0.0,稳定,inf,240.0
Yb178,Yb178,8.12e-09,Yb178,Yb178,162320180699.73184,4.28117075878512e-48,6.683516758890964e-52,False,0.00015611422985584354,1.23 小时,4440.0,240.0
Yb178,Yb178,8.12e-09,Lu178,Lu-178,1.150385573457136e+105,2.666343191874943e-48,1.0846057898200246e-51,False,0.0004067765144131134,28.40 分钟,1704.0,240.0
Yb178,Yb178,8.12e-09,Hf178,Hf-178,,,0.0,True,0.0,稳定,inf,240.0
Yb179,Yb179,1.22e-08,Yb179,Yb179,26365413454.09039,0.0,0.0,False,0.0014440566261665526,8.00 分钟,480.0,240.0
Yb179,Yb179,1.22e-08,Lu179,Lu-179,934783564833.4131,0.0001700515425796657,7.133305936151341e-09,False,4.1947904899536755e-05,4.59 小时,16524.0,240.0
Yb179,Yb179,1.22e-08,Hf179,Hf-179,,,0.0,True,0.0,稳定,inf,240.0
Lu176,Lu176,4.06e-09,Lu176,Lu176,10947329089344.521,10947329089339.125,6.2456581906258645e-06,False,5.705189037121479e-19,38525547123.29 年,1.21494165408e+18,240.0
Lu176,Lu176,4.06e-09,Hf176,Hf-176,,,0.0,True,0.0,稳定,inf,240.0
Lu178,Lu178,4.06e-09,Lu178,Lu178,31147926566.705303,7.21941093998341e-143,2.93668681828235e-146,False,0.0004067765144131134,28.40 分钟,1704.0,240.0
Lu178,Lu178,4.06e-09,Hf178,Hf-178,,,0.0,True,0.0,稳定,inf,240.0
Lu179,Lu179,1.22e-08,Lu179,Lu179,907629358157.0613,0.00016511177373203562,6.926092982305261e-09,False,4.1947904899536755e-05,4.59 小时,16524.0,240.0
Lu179,Lu179,1.22e-08,Hf179,Hf-179,,,0.0,True,0.0,稳定,inf,240.0
Lu180,Lu180,4.06e-09,Lu180,Lu180,6251520472.895078,0.0,0.0,False,0.002026746141988144,5.70 分钟,342.0,240.0
Lu180,Lu180,4.06e-09,Hf180,Hf-180,,,0.0,True,0.0,稳定,inf,240.0
Lu181,Lu181,8.12e-09,Lu181,Lu181,7677305843.906236,0.0,0.0,False,0.0033007008598092634,3.50 分钟,210.0,240.0
Lu181,Lu181,8.12e-09,Hf181,Hf-181,20199014720701.586,17152040620278.564,3246116.472699422,False,1.8925540957858937e-07,42.39 天,3662496.0,240.0
Lu181,Lu181,8.12e-09,Ta181,Ta-181,,,0.0,True,0.0,稳定,inf,240.0
Hf180,Hf180,8.12e-09,Hf180,Hf180,21894183359999.996,21894183359999.996,0.0,True,0.0,稳定,inf,240.0
Hf183,Hf183,4.06e-09,Hf183,Hf183,70214445732.41103,1.3672156052174974e-57,2.467149958278839e-61,False,0.00018045068743099691,1.07 小时,3841.2,240.0
Hf183,Hf183,4.06e-09,Ta183,Ta-183,6038092768466.683,1551118178809.5654,2439980.919474236,False,1.5730464337326284e-06,5.10 天,440639.99999999994,240.0
Hf183,Hf183,4.06e-09,W183,W-183,,,0.0,True,0.0,稳定,inf,240.0
Ta183,Ta183,4.06e-09,Ta183,Ta183,5985456780035.687,1537596584881.5442,2418710.8243673816,False,1.5730464337326284e-06,5.10 天,440639.99999999994,240.0
Ta183,Ta183,4.06e-09,W183,W-183,,,0.0,True,0.0,稳定,inf,240.0
Ta184,Ta184,4.06e-09,Ta184,Ta184,572507661518.6405,2841.2245623903227,0.06287952729114038,False,2.2131136033203875e-05,8.70 小时,31319.999999999996,240.0
Ta184,Ta184,4.06e-09,W184,W-184,,,0.0,True,0.0,稳定,inf,240.0
Ta185,Ta185,4.06e-09,Ta185,Ta185,54179844098.42401,9.642805067301093e-78,2.255021304011102e-81,False,0.0002338553240755551,49.40 分钟,2964.0,240.0
Ta185,Ta185,4.06e-09,W185,W-185,10461871491092.31,9539497389019.7,1019054.180715522,False,1.0682472452778169e-07,75.10 天,6488639.999999999,240.0
Ta185,Ta185,4.06e-09,Re185,Re-185,,,0.0,True,0.0,稳定,inf,240.0
Ta186,Ta186,4.06e-09,Ta186,Ta186,11515958765.859354,0.0,0.0,False,0.0011002336199364211,10.50 分钟,630.0,240.0
Ta186,Ta186,4.06e-09,W186,W-186,,,0.0,True,0.0,稳定,inf,240.0
W187,W187,4.06e-09,W187,W187,1559501388216.143,1403301763.3817964,11390.934288491797,False,8.11723792111609e-06,23.72 小时,85392.0,240.0
W187,W187,4.06e-09,Re187,Re-187,10945848937254.8,10945848937249.758,5.8355662337699685e-06,False,5.33130528954313e-19,41227338739.73 年,1.300145354496e+18,240.0
W187,W187,4.06e-09,Os187,Os-187,,,0.0,True,0.0,稳定,inf,240.0
At216,At216,4.06e-09,At216,At216,5483.789888504453,0.0,0.0,False,2310.4906018664847,3.00e-04 秒,0.0003,240.0
At216,At216,4.06e-09,Bi212,Bi-212,66408701033.579285,1.703242119459598e-61,3.2496489758171373e-65,False,0.0001907919572144083,1.01 小时,3633.0,240.0
At216,At216,4.06e-09,Po212,Po-212,inf,8.979849895494565e-72,2.081724962178454e-65,False,2318217.9951837636,2.99e-07 秒,2.99e-07,240.0
At216,At216,4.06e-09,Tl208,Tl-208,inf,3.250394273468062e-63,1.2299386539811e-65,False,0.0037839675759359388,3.05 分钟,183.18,240.0
At216,At216,4.06e-09,Pb208,Pb-208,,,0.0,True,0.0,稳定,inf,240.0
Rn215,Rn215,1.62e-08,Rn215,Rn215,167.7553458503087,0.0,0.0,False,301368.3393738893,2.30e-06 秒,2.2999999999999996e-06,240.0
Rn215,Rn215,1.62e-08,Po211,Po-211,,0.0,0.0,False,1.3433084894572582,5.16e-01 秒,0.516,240.0
Rn215,Rn215,1.62e-08,Pb207,Pb-207,,,0.0,True,0.0,稳定,inf,240.0
Rn216,Rn216,3.65e-08,Rn216,Rn216,7395.012226493079,0.0,0.0,False,15403.270679109894,4.50e-05 秒,4.5e-05,240.0
Rn216,Rn216,3.65e-08,Po212,Po-212,,0.0,0.0,False,2318217.9951837636,2.99e-07 秒,2.99e-07,240.0
Rn216,Rn216,3.65e-08,Pb208,Pb-208,,,0.0,True,0.0,稳定,inf,240.0
Rn217,Rn217,5.28e-08,Rn217,Rn217,128369.30812893188,0.0,0.0,False,1283.6058899258246,5.40e-04 秒,0.00054,240.0
Rn217,Rn217,5.28e-08,Po213,Po-213,,0.0,0.0,False,165035.04299046317,4.20e-06 秒,4.2e-06,240.0
Rn217,Rn217,5.28e-08,Pb209,Pb-209,2783902396621.1973,1.718888172570279e-10,1.0173877877813005e-14,False,5.918871303070202e-05,3.25 小时,11710.800000000001,240.0
Rn217,Rn217,5.28e-08,Bi209,Bi-209,,,0.0,True,0.0,稳定,inf,240.0
Rn218,Rn218,1.66e-07,Rn218,Rn218,26158308.088843096,0.0,0.0,False,19.804205158855577,3.50e-02 秒,0.035,240.0
Rn218,Rn218,1.66e-07,Po214,Po-214,,0.0,0.0,False,4218.789899938803,1.64e-04 秒,0.0001643,240.0
Rn218,Rn218,1.66e-07,Pb210,Pb-210,447399190441957.5,447016893244174.44,442284.5105030338,False,9.894134140953916e-10,22.21 年,700563758.9760001,240.0
Rn218,Rn218,1.66e-07,Bi210,Bi-210,952174614097.6523,238900964914.70355,382324.3138757683,False,1.6003464616071022e-06,5.01 天,433123.2,240.0
Rn218,Rn218,1.66e-07,Hg206,Hg-206,inf,5.928420932107956,0.008403411562910414,False,0.0014174788968506038,8.15 分钟,489.0,240.0
Rn219,Rn219,1.01e-07,Rn219,Rn219,1800736127.9197388,0.0,0.0,False,0.175037166808067,3.96 秒,3.96,240.0
Rn219,Rn219,1.01e-07,Po215,Po-215,,0.0,0.0,False,389.1898824031136,1.78e-03 秒,0.001781,240.0
Rn219,Rn219,1.01e-07,Pb211,Pb-211,984948904087.8373,8.221795633314383e-109,2.6310777757949832e-112,False,0.0003200125487349701,36.10 分钟,2166.0,240.0
Rn219,Rn219,1.01e-07,Bi211,Bi-211,inf,5.180985921096895e-110,2.796873663340408e-112,False,0.005398342527725431,2.14 分钟,128.4,240.0
Rn220,Rn220,9.34e-08,Rn220,Rn220,23380574911.821987,0.0,0.0,False,0.012466675909351533,55.60 秒,55.6,240.0
Rn220,Rn220,9.34e-08,Po216,Po-216,,0.0,0.0,False,4.780325383172037,1.45e-01 秒,0.145,240.0
Rn220,Rn220,9.34e-08,Pb212,Pb-212,16107424216258.148,2611414.5442229826,47.256021005675514,False,1.8095947696322715e-05,10.64 小时,38304.0,240.0
Rn220,Rn220,9.34e-08,Bi212,Bi-212,1.0668952992582521e+77,273635.9818017307,52.20754453223841,False,0.0001907919572144083,1.01 小时,3633.0,240.0
Rn222,Rn222,1.62e-08,Rn222,Rn222,20162851463837.508,3290308921711.651,6903785.653825951,False,2.0982180755947176e-06,3.82 天,330350.4,240.0
Rn222,Rn222,1.62e-08,Po218,Po-218,inf,1853614318.9222307,6907674.940895095,False,0.0037265977449459425,3.10 分钟,186.0,240.0
Rn222,Rn222,1.62e-08,Pb214,Pb-214,130092817023.48918,2.326981664222918e-151,1.0030726242355752e-154,False,0.00043106167945270227,26.80 分钟,1608.0,240.0
Rn222,Rn222,1.62e-08,At218,At-218,,0.0,0.0,False,0.46209812037329684,1.50 秒,1.5,240.0
Rn222,Rn222,1.62e-08,Bi214,Bi-214,4.096773651315441e+67,6.049108000040878e-151,3.5116600964245765e-154,False,0.0005805252768508755,19.90 分钟,1194.0,240.0
Rn222,Rn222,1.62e-08,Rn218,Rn-218,,0.0,0.0,False,19.804205158855577,3.50e-02 秒,0.035,240.0
Rn223,Rn223,4.06e-09,Rn223,Rn223,26651218858.13165,1.0903639820799028e-168,5.183694924299036e-172,False,0.00047540958886141654,24.30 分钟,1458.0,240.0
Rn223,Rn223,4.06e-09,Fr223,Fr-223,1.137841279894315e+30,1.0429568524242552e-167,5.476686376542026e-171,False,0.000525111500424201,22.00 分钟,1320.0,240.0
Rn223,Rn223,4.06e-09,Ra223,Ra-223,8219207531399.052,4481894415080.861,3145771.0352271716,False,7.018842355237448e-07,11.43 天,987552.0,240.0
Rn223,Rn223,4.06e-09,At219,At-219,inf,5.879093168168776e-193,7.276922953152541e-195,False,0.012377628224284737,56.00 秒,56.0,240.0
Rn223,Rn223,4.06e-09,Rn219,Rn-219,inf,17919259.334765285,3136536.385256323,False,0.175037166808067,3.96 秒,3.96,240.0
Rn223,Rn223,4.06e-09,Bi215,Bi-215,,0.0,0.0,False,0.001520059606491108,7.60 分钟,456.0,240.0
Fr219,Fr219,2.09e-06,Fr219,Fr219,188195744.9421069,0.0,0.0,False,34.657359027997266,2.00e-02 秒,0.02,240.0
Fr219,Fr219,2.09e-06,At215,At-215,,0.0,0.0,False,6931.471805599453,1.00e-04 秒,0.0001,240.0
Fr219,Fr219,2.09e-06,Bi211,Bi-211,,0.0,0.0,False,0.005398342527725431,2.14 分钟,128.4,240.0
Fr219,Fr219,2.09e-06,Tl207,Tl-207,,0.0,0.0,False,0.002421897905520424,4.77 分钟,286.2,240.0
Fr219,Fr219,2.09e-06,Po211,Po-211,,0.0,0.0,False,1.3433084894572582,5.16e-01 秒,0.516,240.0
Fr220,Fr220,2.03e-06,Fr220,Fr220,250426404908.37012,0.0,0.0,False,0.025297342356202384,27.40 秒,27.4,240.0
Fr220,Fr220,2.03e-06,At216,At-216,,0.0,0.0,False,2310.4906018664847,3.00e-04 秒,0.0003,240.0
Fr220,Fr220,2.03e-06,Ra220,Ra-220,,0.0,0.0,False,38.72330617653326,1.79e-02 秒,0.0179,240.0
Fr220,Fr220,2.03e-06,Bi212,Bi-212,33088135289980.875,8.486403860207447e-59,1.6191376022008887e-62,False,0.0001907919572144083,1.01 小时,3633.0,240.0
Fr220,Fr220,2.03e-06,Rn216,Rn-216,,0.0,0.0,False,15403.270679109894,4.50e-05 秒,4.5e-05,240.0
